
Sequência de referências de páginas:

37,78,57,21,80,97,74,24,72,70,
78,8,9,25,65,71,38,24,63,53,
54,41,56,45,26,76,64,70,72,15,
37,57,38,95,67,83,90,13,11,46,
78,79,35,60,96,78,73,47,97,33,
40,63,41,76,13,67,57,82,68,53,
3,19,82,33,52,35,83,85,98,78,
80,27,62,74,14,52,94,46,34,70,


Sequência de referências de páginas:

83,70,45,44,53,74,53,9,5,1,
23,0,55,47,63,49,1,66,27,69,
48,22,33,14,96,53,80,93,36,12,
51,72,87,56,0,25,24,11,30,85,
83,63,24,4,79,54,74,63,3,40,
89,6,1,15,54,48,15,26,52,76,
71,37,20,8,60,48,34,50,96,65,
50,18,23,26,31,32,21,15,98,57,
65,20,32,58,76,69,58,42,41,47,
93,26,65,51,73,89,61,44,14,30,


Sequência de referências de páginas:

18,47,23,61,29,52,72,97,35,96,
31,55,11,16,20,80,26,30,49,18,
92,19,6,22,56,28,14,34,69,86,
53,90,26,62,58,39,64,32,59,97,
29,51,24,41,96,94,14,29,39,86,
2,67,66,4,30,34,51,82,31,11,
42,42,14,24,9,12,68,89,51,36,
33,79,40,5,22,27,73,24,53,28,
33,71,74,24,93,47,12,58,22,14,
60,73,42,51,88,86,45,37,9,79,


Sequência de referências de páginas:

77,36,99,41,96,39,77,47,22,53,
72,10,60,71,69,56,57,61,20,37,
29,2,22,46,59,95,82,1,72,8,
35,15,60,29,73,95,67,59,36,54,
4,31,2,92,69,36,84,97,57,87,
8,40,54,60,39,6,43,12,13,37,
71,46,12,49,22,58,73,49,26,44,
93,11,96,78,58,15,55,77,1,34,
45,54,54,30,16,80,21,4,44,44,
42,76,89,48,72,49,93,4,16,34,


Sequência de referências de páginas:

71,39,9,68,53,10,6,79,94,80,
38,64,35,97,31,61,83,93,57,2,
79,76,69,98,28,25,2,8,81,67,
53,86,4,25,25,91,34,99,68,65,
30,25,77,27,71,12,14,58,75,11,
86,78,96,41,60,94,94,6,75,44,
25,48,91,90,64,38,68,65,42,81,
98,60,30,68,21,99,51,58,48,36,
69,73,94,60,80,1,78,9,72,64,
37,28,70,56,1,9,87,34,9,96,


Sequência de referências de páginas:

28,42,21,31,90,82,29,65,66,65,
94,73,31,47,25,21,30,37,39,18,
47,67,22,25,15,85,10,99,3,3,
14,13,36,84,85,25,99,20,82,85,
72,11,10,8,10,2,32,27,94,97,
54,9,78,55,9,13,46,1,91,59,
61,88,89,13,36,3,4,20,97,15,
75,6,67,85,77,42,4,49,79,99,
55,46,37,89,54,13,47,53,97,61,
57,7,9,19,16,50,84,54,21,39,


Sequência de referências de páginas:

26,48,78,70,71,81,79,57,22,8,
83,36,37,21,53,41,78,51,21,70,
96,83,81,71,94,65,60,73,29,24,
40,63,77,21,60,19,27,4,92,90,
24,82,31,55,61,59,1,15,42,31,
93,76,64,65,39,3,95,79,71,25,
42,24,74,67,11,32,82,50,11,29,
94,27,36,66,32,64,96,5,29,80,
14,12,3,30,23,42,85,10,40,2,
26,81,9,97,80,88,95,56,96,93,


Sequência de referências de páginas:

62,14,81,15,44,91,30,22,97,34,
86,95,87,82,84,30,64,21,10,15,
43,72,67,69,57,13,28,76,19,98,
43,4,83,6,85,20,30,74,18,3,
65,13,89,90,22,45,27,9,9,75,
90,9,92,2,8,14,41,91,4,63,
17,10,34,45,94,90,22,47,14,12,
85,37,19,23,66,73,36,75,56,31,
46,16,10,23,63,2,33,60,4,50,
17,4,51,40,10,38,55,15,76,36,


Sequência de referências de páginas:

12,83,12,70,3,38,90,76,73,1,
53,12,81,33,41,63,28,21,18,36,
37,80,49,53,74,10,11,87,50,47,
74,84,64,95,9,19,84,67,35,8,
49,72,64,9,97,20,18,73,81,25,
83,24,66,47,8,12,65,35,47,4,
53,86,67,72,32,34,14,4,82,63,
71,16,35,27,24,70,69,21,29,8,
47,55,33,3,61,39,68,83,75,26,
92,51,41,12,53,83,17,31,3,72,


Sequência de referências de páginas:

18,0,17,75,89,45,18,61,75,46,
3,53,79,52,58,67,82,5,88,25,
54,1,38,19,8,10,75,99,82,72,
0,18,30,9,30,75,4,96,35,10,
43,48,52,33,75,43,63,91,89,33,
3,55,11,21,63,80,44,49,49,36,
39,68,62,22,47,2,94,81,77,92,
82,56,89,18,42,97,56,3,33,74,
19,16,54,77,70,59,3,62,93,94,
26,13,93,23,29,8,41,98,57,50,


Sequência de referências de páginas:

17,92,16,24,58,73,15,91,66,38,
10,21,45,16,60,46,82,20,10,15,
41,76,31,96,59,24,82,89,29,20,
86,0,2,44,34,51,50,2,2,47,
66,42,16,30,21,16,6,76,31,31,
44,55,49,71,85,12,12,78,6,74,
28,91,75,21,26,58,77,5,98,75,
37,82,4,12,37,56,89,1,84,55,
88,17,46,15,77,28,29,25,12,84,
41,99,75,51,15,5,70,93,77,17,


Sequência de referências de páginas:

59,83,18,55,6,54,69,16,42,2,
20,92,10,32,60,78,13,63,4,62,
7,81,60,95,55,64,67,9,30,89,
91,65,8,73,61,64,51,32,77,6,
6,28,89,67,55,63,26,34,29,59,
67,44,57,1,22,4,80,81,10,24,
57,43,13,87,49,95,85,53,54,72,
2,7,4,98,96,77,74,47,3,63,
65,75,45,47,59,96,25,58,83,19,
78,18,9,68,15,41,73,62,81,29,


Sequência de referências de páginas:

1,63,26,69,56,21,33,92,10,75,
89,39,65,86,96,9,26,20,7,67,
40,34,70,41,93,60,11,57,49,58,
52,68,3,77,56,49,48,22,84,0,
2,38,85,88,84,17,92,60,19,7,
40,48,40,60,76,74,42,28,26,90,
54,33,63,24,76,19,68,1,45,37,
68,42,36,47,79,59,55,13,2,28,
81,24,78,59,15,27,30,35,76,46,
85,83,67,34,74,36,45,25,18,29,


Sequência de referências de páginas:

23,23,26,90,58,87,39,51,58,68,
95,4,72,16,68,94,30,78,24,25,
71,80,30,50,12,85,8,73,75,86,
51,42,61,50,59,28,5,75,58,21,
38,54,93,62,19,99,60,97,48,47,
62,67,70,93,20,29,29,95,1,15,
44,44,66,83,32,34,15,99,87,33,
12,11,14,21,14,95,56,94,90,44,
66,57,13,87,71,83,29,6,86,65,
92,38,56,16,43,7,95,33,93,56,


Sequência de referências de páginas:

5,42,72,54,52,9,79,7,46,29,
9,3,97,39,19,17,56,59,57,45,
73,88,40,61,74,95,40,24,1,35,
40,25,85,71,72,12,35,77,84,2,
51,32,35,12,57,29,78,65,21,53,
89,68,55,59,24,14,47,11,16,49,
41,89,30,70,42,42,31,79,70,63,
62,61,56,10,39,24,5,3,6,39,
16,58,23,67,30,81,73,9,96,59,
4,34,57,63,16,85,56,8,93,34,


Sequência de referências de páginas:

91,55,23,86,94,12,6,41,63,44,
93,51,52,37,60,5,86,13,89,63,
56,40,54,18,8,65,7,39,66,78,
65,46,89,54,72,79,19,68,37,32,
3,16,8,66,84,2,28,96,44,64,
85,19,12,27,80,3,67,72,17,54,
59,10,95,25,50,46,51,39,68,74,
30,22,19,69,52,50,1,1,54,33,
26,77,88,3,38,52,51,62,30,43,
45,54,5,11,49,9,74,81,31,8,


Sequência de referências de páginas:

65,14,34,50,80,18,24,55,68,23,
0,84,88,66,86,2,35,37,79,14,
1,97,74,79,50,77,65,31,42,60,
57,60,28,92,9,68,19,58,85,71,
51,30,63,31,97,5,34,24,49,99,
92,41,93,2,43,32,3,4,94,11,
82,96,11,34,0,47,33,85,62,56,
7,64,80,14,13,52,35,81,53,92,
66,33,73,41,29,33,62,63,53,81,
69,41,88,59,81,81,82,64,68,30,


Sequência de referências de páginas:

86,84,41,28,46,99,42,62,82,1,
74,95,91,71,9,14,29,41,83,50,
14,82,86,97,89,5,9,1,96,99,
85,15,92,46,1,97,63,14,72,65,
25,75,77,53,12,15,63,11,7,44,
98,41,59,92,8,14,54,81,74,77,
95,31,93,28,65,96,33,7,59,36,
61,14,62,15,46,15,17,74,12,93,
89,92,57,12,26,34,75,43,26,66,
68,96,40,55,8,57,1,83,64,67,


Sequência de referências de páginas:

50,72,29,75,30,70,66,70,64,35,
91,56,34,28,22,92,50,33,78,47,
70,53,68,39,14,9,14,41,6,73,
50,93,26,71,92,37,62,22,24,62,
39,74,56,15,78,97,16,41,33,12,
63,0,43,5,73,8,35,99,21,69,
59,92,8,88,67,75,38,66,26,17,
22,34,23,24,63,49,36,53,17,87,
2,20,58,30,8,80,40,73,16,51,
63,25,65,71,93,32,29,92,17,34,


Sequência de referências de páginas:

3,53,53,24,18,8,65,86,89,75,
43,69,85,13,82,99,75,32,49,76,
54,95,39,88,40,69,21,92,35,41,
48,76,1,67,28,67,22,47,61,26,
89,15,27,97,2,11,32,26,47,1,
74,79,22,9,4,91,11,34,38,54,
54,35,26,92,48,2,10,90,57,85,
37,70,57,4,21,66,59,32,61,72,
71,38,17,82,66,35,36,23,3,44,
76,5,45,25,97,79,8,7,61,13,


Sequência de referências de páginas:

57,68,67,6,21,73,73,37,70,11,
30,23,95,44,42,15,78,85,4,34,
54,4,33,48,97,83,92,9,65,35,
29,16,62,7,69,73,58,15,79,6,
2,76,63,28,50,91,1,48,40,59,
74,82,41,85,49,86,67,86,55,52,
89,49,76,24,78,14,89,47,32,26,
59,27,70,18,9,79,57,65,66,72,
20,73,56,86,71,50,39,44,37,42,
93,70,43,82,54,20,48,16,80,26,


Sequência de referências de páginas:

97,50,64,47,78,56,67,46,16,49,
43,57,78,99,20,18,77,26,53,17,
19,6,12,9,46,6,64,34,82,32,
24,47,50,94,7,4,82,36,18,68,
37,25,51,90,84,58,15,14,56,77,
10,42,50,62,2,84,25,29,38,35,
41,84,86,42,36,35,27,10,14,11,
55,55,47,48,84,43,56,93,89,85,
76,75,97,67,41,66,43,47,7,59,
20,46,87,98,54,71,93,39,65,40,


Sequência de referências de páginas:

97,68,58,3,68,29,15,69,69,63,
65,81,51,68,88,30,1,33,13,70,
97,24,58,9,50,24,72,54,43,79,
73,88,3,16,20,85,89,64,36,73,
65,63,0,25,33,72,27,41,3,66,
58,49,60,14,19,89,48,96,43,12,
51,0,96,11,32,11,44,65,95,49,
64,29,23,82,76,30,57,18,51,62,
26,10,40,94,45,83,4,69,74,6,
28,1,99,39,67,16,59,62,1,55,


Sequência de referências de páginas:

73,99,29,7,39,38,44,43,57,11,
11,46,97,59,10,62,34,96,62,49,
94,92,82,95,12,25,86,20,9,8,
94,80,42,86,23,40,86,51,46,23,
91,73,78,63,25,60,79,88,58,81,
8,5,64,74,87,18,96,53,59,92,
31,75,5,83,43,29,96,86,82,78,
59,9,40,10,58,93,56,9,19,59,
48,50,68,39,23,52,87,97,12,36,
32,61,9,26,25,72,28,47,80,35,


Sequência de referências de páginas:

28,50,37,39,2,87,6,7,47,84,
20,80,32,38,17,52,38,20,88,14,
53,80,91,92,42,54,63,73,55,17,
52,55,13,58,37,39,44,1,4,88,
8,6,7,43,3,20,36,73,59,40,
25,43,45,33,45,22,74,51,56,73,
88,43,54,27,36,63,22,63,54,66,
94,61,73,45,54,8,71,29,31,15,
83,47,68,36,61,28,28,67,2,19,
56,74,46,95,20,22,89,65,5,45,


Sequência de referências de páginas:

58,92,62,38,37,84,16,19,33,82,
32,10,91,42,71,72,87,7,60,17,
48,69,26,9,88,51,44,99,33,85,
50,87,97,95,32,75,56,80,54,87,
91,1,47,66,25,37,58,48,38,37,
95,67,43,84,74,3,46,40,58,27,
15,61,68,35,94,46,93,59,1,7,
37,94,31,57,69,47,18,16,41,37,
86,17,19,79,83,50,89,59,96,28,
57,73,99,78,72,37,89,16,20,79,


Sequência de referências de páginas:

63,25,66,82,21,46,12,99,88,47,
99,23,74,15,22,8,97,92,23,73,
50,0,77,30,61,64,25,86,52,88,
9,52,2,75,13,28,14,19,42,86,
95,2,65,99,90,21,10,1,13,6,
13,47,3,41,55,45,7,61,37,26,
77,99,89,2,99,47,55,96,72,41,
35,45,29,93,83,94,97,58,77,70,
27,49,26,77,5,60,65,79,36,22,
39,50,22,27,69,14,95,9,58,54,


Sequência de referências de páginas:

48,88,29,8,40,59,81,93,82,17,
78,89,72,75,19,52,48,31,28,36,
56,69,4,25,80,37,70,5,71,62,
76,26,87,6,52,17,93,75,37,2,
53,62,49,53,53,96,46,77,92,45,
22,15,25,36,96,60,87,80,37,11,
87,53,23,25,51,78,84,3,65,59,
65,6,79,99,35,68,35,32,62,27,
34,2,56,19,9,13,46,49,21,5,
49,48,21,4,43,45,95,56,68,55,


Sequência de referências de páginas:

29,54,59,58,78,98,16,23,75,71,
52,2,62,34,57,35,34,9,12,37,
13,5,29,43,66,86,71,62,24,83,
42,18,21,21,30,11,46,62,76,64,
86,7,92,69,52,31,13,90,66,44,
45,33,18,86,1,91,7,51,25,44,
10,91,90,1,90,56,58,52,32,67,
15,47,73,99,71,51,47,95,87,92,
61,60,30,74,51,87,99,40,52,12,
1,52,88,40,99,87,33,14,24,51,


Sequência de referências de páginas:

9,55,48,59,82,79,50,1,70,29,
75,78,1,64,64,28,56,86,72,6,
6,74,76,22,10,43,20,20,32,4,
61,32,75,40,38,60,1,78,44,76,
19,19,24,35,1,35,59,64,24,88,
59,58,96,33,29,74,61,92,34,99,
6,10,84,25,2,74,49,34,1,92,
74,5,12,30,83,70,58,9,84,35,
74,69,14,33,48,59,94,11,26,46,
34,44,56,68,54,33,89,74,32,29,


Sequência de referências de páginas:

30,84,47,92,13,1,48,71,38,25,
1,79,54,35,75,29,63,41,1,69,
52,25,27,8,42,57,63,18,41,72,
18,44,94,82,80,74,12,52,92,32,
97,8,16,89,91,87,77,11,59,32,
5,39,44,18,93,25,23,17,13,96,
29,2,50,63,77,79,50,14,3,85,
99,95,66,93,75,66,93,91,80,53,
47,68,96,0,11,87,68,26,16,44,
51,47,36,52,54,7,93,30,9,65,


Sequência de referências de páginas:

41,14,82,79,75,65,84,53,42,7,
56,97,8,70,61,66,64,29,70,9,
60,10,58,1,19,84,98,21,78,27,
61,73,79,5,21,52,43,15,95,84,
36,38,53,88,73,36,34,0,33,25,
62,74,26,51,92,6,1,14,3,62,
74,88,0,96,4,35,39,90,17,12,
31,36,22,32,18,93,67,39,64,25,
12,99,26,16,51,72,2,91,33,62,
86,54,52,81,52,61,24,15,18,0,


Sequência de referências de páginas:

91,85,11,58,46,19,81,59,4,40,
14,36,87,79,52,45,19,74,97,20,
56,63,83,6,24,73,63,85,12,4,
79,74,61,19,9,91,85,99,35,61,
83,52,66,99,61,41,30,70,70,69,
93,39,24,15,18,54,25,3,27,36,
49,36,10,59,24,7,95,14,58,67,
28,87,99,49,7,6,12,12,37,22,
56,11,24,26,46,63,86,33,63,31,
29,46,15,65,11,19,12,37,6,76,


Sequência de referências de páginas:

78,9,16,33,32,2,84,21,38,63,
57,12,74,23,43,77,70,94,23,57,
44,79,97,44,0,41,29,62,95,79,
18,30,60,57,99,98,98,55,42,46,
46,50,40,61,26,13,12,31,7,54,
78,77,29,84,71,83,57,61,7,32,
32,69,88,94,53,10,49,38,7,94,
79,26,27,67,3,56,15,29,26,42,
48,22,27,34,55,62,19,52,91,69,
13,58,27,73,35,7,6,46,20,59,


Sequência de referências de páginas:

9,37,40,41,49,25,87,40,26,12,
16,72,63,27,21,62,56,23,73,15,
9,36,6,7,16,63,49,43,91,10,
41,65,22,43,88,68,29,30,87,77,
55,67,37,15,73,69,50,3,28,35,
94,28,72,30,0,98,64,68,12,29,
66,1,50,63,76,36,17,30,48,19,
37,68,76,65,64,30,98,94,22,39,
31,9,7,40,22,15,8,56,10,34,
54,65,27,81,63,36,23,19,13,63,


Sequência de referências de páginas:

54,45,65,22,37,84,43,22,96,0,
26,94,31,30,96,31,82,34,69,54,
83,48,94,71,0,32,49,35,91,28,
42,79,4,87,66,60,80,41,97,41,
37,57,89,15,66,27,21,50,59,53,
49,62,68,78,29,18,68,24,95,74,
43,89,10,79,15,24,61,16,52,62,
44,32,78,70,74,63,65,62,89,2,
34,20,58,4,19,1,89,63,79,66,
45,38,86,1,67,82,4,49,87,12,


Sequência de referências de páginas:

0,68,55,71,28,78,84,24,24,75,
0,95,50,61,22,98,73,75,52,13,
80,63,45,32,80,24,55,69,92,85,
42,56,94,3,78,88,26,53,41,67,
98,25,47,26,74,75,20,25,32,71,
54,34,80,18,40,42,71,28,17,51,
20,2,65,4,37,81,73,19,25,91,
83,67,82,98,94,65,87,69,4,25,
24,64,94,39,76,76,87,33,2,35,
82,45,90,13,34,84,60,80,43,18,


Sequência de referências de páginas:

79,55,50,52,55,92,3,21,73,98,
88,89,41,38,6,88,26,10,71,50,
39,36,88,92,60,89,10,59,16,88,
28,89,44,27,2,4,95,55,0,75,
78,10,11,96,90,26,65,66,17,64,
83,70,18,61,73,51,19,58,38,61,
67,54,37,5,41,4,76,38,55,64,
24,56,21,15,26,68,61,36,1,91,
